kepid,kepoi_name,koi_disposition,koi_score,koi_period,koi_prad,koi_teq,koi_insol,koi_steff,koi_srad,koi_slogg,koi_kepmag,rho_p,Pmin_day,planet_type,is_habitable
10937029,K00433.02,2,0.992,328.240201,10.99,224.0,0.59,5234.0,0.854,4.542,14.924,1.0,0.525,gas_giant,False
3239945,K00490.01,2,1.0,4.393157678,1.41,807.0,99.9,4799.0,0.692,4.631,14.023,5.5,0.22386075217339096,rocky,False
10187017,K00082.01,2,1.0,16.145671932,2.48,546.0,20.98,4900.0,0.741,4.602,11.492,3.0,0.30310889132455354,intermediate,False
10554999,K00534.02,2,1.0,2.735900074,1.56,1075.0,315.95,5299.0,0.766,4.597,14.613,5.5,0.22386075217339096,rocky,False
10873260,K00535.01,2,1.0,5.852968845,3.46,1056.0,293.93,6050.0,1.013,4.45,14.434,1.6,0.4150489428970998,neptune_like,False
10965008,K00536.01,2,0.921,81.1701587,4.71,436.0,8.55,5460.0,1.165,4.263,14.499,1.6,0.4150489428970998,neptune_like,False
11073351,K00537.01,2,1.0,2.820190603,2.53,1367.0,824.92,5831.0,1.121,4.359,14.665,3.0,0.30310889132455354,intermediate,False
11090765,K00538.01,2,1.0,21.21712312,2.97,706.0,58.63,6191.0,1.007,4.438,14.56,3.0,0.30310889132455354,intermediate,False
9570741,K00586.01,2,1.0,15.77980122,2.11,713.0,60.96,5941.0,0.911,4.519,14.608,3.0,0.30310889132455354,intermediate,False
9607164,K00587.01,2,1.0,14.03490255,2.41,641.0,39.97,5258.0,0.785,4.513,14.574,3.0,0.30310889132455354,intermediate,False
9631762,K00588.01,2,1.0,10.35586478,1.92,620.0,34.93,4646.0,0.778,4.539,14.337,3.0,0.30310889132455354,intermediate,False
6462863,K00094.01,2,0.994,22.342964828,9.99,785.0,89.61,6181.0,1.331,4.234,12.205,1.0,0.525,gas_giant,False
9782691,K00590.01,2,1.0,11.38840217,3.04,979.0,216.55,5876.0,1.456,4.151,14.615,1.6,0.4150489428970998,neptune_like,False
11709124,K00435.01,2,1.0,20.5498184,4.04,657.0,44.11,5688.0,0.971,4.415,14.534,1.6,0.4150489428970998,neptune_like,False
12302530,K00438.01,2,1.0,5.931196562,2.01,562.0,23.5,3984.0,0.539,4.72,14.258,3.0,0.30310889132455354,intermediate,False
3239945,K00490.03,2,0.987,7.40611676,1.37,678.0,49.89,4799.0,0.692,4.631,14.023,5.5,0.22386075217339096,rocky,False
3239945,K00490.04,2,0.997,21.803708,1.11,473.0,11.82,4799.0,0.692,4.631,14.023,5.5,0.22386075217339096,rocky,False
3559935,K00492.01,2,1.0,29.9111886,2.9,541.0,20.31,5275.0,0.969,4.397,14.424,3.0,0.30310889132455354,intermediate,False
3966801,K00494.01,2,1.0,25.69581456,1.7,314.0,2.3,3787.0,0.477,4.775,14.885,3.0,0.30310889132455354,intermediate,False
11656721,K00541.01,2,1.0,13.64617478,2.06,678.0,49.89,5569.0,0.829,4.566,14.748,3.0,0.30310889132455354,intermediate,False
11853905,K00007.01,2,1.0,3.213668926,4.13,1515.0,1244.44,5795.0,1.545,4.101,12.211,1.6,0.4150489428970998,neptune_like,False
5866724,K00085.03,2,1.0,8.13121389,1.58,1117.0,368.36,6181.0,1.424,4.22,11.018,5.5,0.22386075217339096,rocky,False
11669239,K00542.01,2,0.999,41.8854433,3.28,540.0,20.05,5735.0,1.028,4.356,14.35,1.6,0.4150489428970998,neptune_like,False
11669239,K00542.02,2,0.992,13.81733587,2.04,781.0,88.04,5735.0,1.028,4.356,14.35,3.0,0.30310889132455354,intermediate,False
10600261,K00597.03,2,0.9,52.8148051,3.33,562.0,23.57,5565.0,1.439,4.117,14.915,1.6,0.4150489428970998,neptune_like,False
10656823,K00598.01,2,1.0,8.30783912,2.15,751.0,75.09,5320.0,0.786,4.589,14.813,3.0,0.30310889132455354,intermediate,False
10656823,K00598.02,2,0.999,34.0963441,1.71,469.0,11.42,5320.0,0.786,4.589,14.813,3.0,0.30310889132455354,intermediate,False
10676824,K00599.01,2,1.0,6.45442931,2.48,999.0,234.98,6092.0,0.943,4.496,14.854,3.0,0.30310889132455354,intermediate,False
10718726,K00600.01,2,1.0,3.595769013,2.39,1296.0,666.88,5762.0,1.196,4.283,14.827,3.0,0.30310889132455354,intermediate,False
12302530,K00438.02,2,1.0,52.6615266,1.87,271.0,1.28,3984.0,0.539,4.72,14.258,3.0,0.30310889132455354,intermediate,False
12470954,K00439.01,2,1.0,1.902208647,4.45,1346.0,778.26,5400.0,0.937,4.463,14.313,1.6,0.4150489428970998,neptune_like,False
6268648,K01613.03,1,0.991,20.605501,0.85,806.0,99.53,6099.0,1.308,4.193,11.049,5.5,0.22386075217339096,rocky,False
2438264,K00440.01,2,1.0,15.90688891,2.35,588.0,28.32,5097.0,0.797,4.554,14.172,3.0,0.30310889132455354,intermediate,False
2438264,K00440.02,2,1.0,4.973455252,2.46,867.0,133.55,5097.0,0.797,4.554,14.172,3.0,0.30310889132455354,intermediate,False
4454752,K00496.01,2,1.0,1.616883373,4.47,1774.0,2342.49,4868.0,1.816,3.902,14.411,1.6,0.4150489428970998,neptune_like,False
4757437,K00497.01,2,1.0,13.19322809,2.94,862.0,130.35,5946.0,1.223,4.309,14.606,3.0,0.30310889132455354,intermediate,False
10187017,K00082.02,2,1.0,10.31174786,1.34,634.0,38.13,4900.0,0.741,4.602,11.492,5.5,0.22386075217339096,rocky,False
4757437,K00497.02,2,0.996,4.42535097,1.63,1240.0,559.22,5946.0,1.223,4.309,14.606,3.0,0.30310889132455354,intermediate,False
11823054,K00543.01,2,1.0,4.302139338,2.46,937.0,182.7,5041.0,0.857,4.479,14.707,3.0,0.30310889132455354,intermediate,False
11823054,K00543.02,2,1.0,3.137845914,1.5,1041.0,277.64,5041.0,0.857,4.479,14.707,5.5,0.22386075217339096,rocky,False
12058931,K00546.01,2,1.0,20.68420772,3.28,729.0,66.83,6246.0,1.092,4.433,14.896,1.6,0.4150489428970998,neptune_like,False
9782691,K00590.02,2,0.955,50.6985408,3.58,595.0,29.58,5876.0,1.456,4.151,14.615,1.6,0.4150489428970998,neptune_like,False
12366084,K00787.03,1,0.866,0.589376952,0.93,2162.0,5161.1,5714.0,1.015,4.428,15.367,5.5,0.22386075217339096,rocky,False
9957627,K00592.01,2,1.0,39.7529915,2.37,568.0,24.54,6072.0,1.01,4.411,14.292,3.0,0.30310889132455354,intermediate,False
9958962,K00593.01,2,1.0,9.99760285,2.82,860.0,129.18,6004.0,0.977,4.484,14.957,3.0,0.30310889132455354,intermediate,False
9958962,K00593.02,2,1.0,90.4117992,3.96,413.0,6.86,6004.0,0.977,4.484,14.957,1.6,0.4150489428970998,neptune_like,False
3745690,K00442.01,2,0.982,13.54057461,2.17,779.0,87.1,5767.0,1.014,4.389,14.002,3.0,0.30310889132455354,intermediate,False
3745690,K00442.02,2,1.0,1.732346403,1.37,1546.0,1345.92,5767.0,1.014,4.389,14.002,5.5,0.22386075217339096,rocky,False
9872283,K01815.02,1,0.974,1.74610057,1.24,1689.0,1924.75,4854.0,1.749,3.939,13.884,5.5,0.22386075217339096,rocky,False
3745690,K00442.03,2,0.868,7.0257409,1.56,969.0,208.92,5767.0,1.014,4.389,14.002,5.5,0.22386075217339096,rocky,False
3833007,K00443.01,2,1.0,16.21774917,2.22,664.0,45.87,5837.0,0.798,4.577,14.2,3.0,0.30310889132455354,intermediate,False
3847138,K00444.01,2,1.0,11.72291212,2.08,766.0,81.46,5550.0,0.953,4.431,14.112,3.0,0.30310889132455354,intermediate,False
4847534,K00499.01,2,1.0,9.66857386,1.9,730.0,67.06,5288.0,0.836,4.541,14.272,3.0,0.30310889132455354,intermediate,False
4852528,K00500.01,2,1.0,7.053527145,2.16,547.0,21.17,4041.0,0.567,4.697,14.804,3.0,0.30310889132455354,intermediate,False
4852528,K00500.02,2,1.0,9.521644639,2.16,495.0,14.2,4041.0,0.567,4.697,14.804,3.0,0.30310889132455354,intermediate,False
4852528,K00500.03,2,1.0,3.072146607,1.3,722.0,64.09,4041.0,0.567,4.697,14.804,5.5,0.22386075217339096,rocky,False
4852528,K00500.04,2,1.0,4.645382149,1.33,629.0,36.9,4041.0,0.567,4.697,14.804,5.5,0.22386075217339096,rocky,False
12058931,K00546.02,2,0.999,9.82578495,2.66,935.0,180.36,6246.0,1.092,4.433,14.896,3.0,0.30310889132455354,intermediate,False
12116489,K00547.01,2,1.0,25.30291816,3.95,535.0,19.39,5121.0,0.888,4.457,14.773,1.6,0.4150489428970998,neptune_like,False
12600735,K00548.01,2,1.0,21.30020491,2.99,725.0,65.37,6008.0,1.168,4.35,14.02,3.0,0.30310889132455354,intermediate,False
10593626,K00087.01,2,0.881,289.864067,2.34,257.0,1.03,5516.0,0.886,4.446,11.664,3.0,0.30310889132455354,intermediate,False
9958962,K00593.03,2,1.0,51.0674355,2.44,499.0,14.69,6004.0,0.977,4.484,14.957,3.0,0.30310889132455354,intermediate,False
10388286,K00596.01,2,1.0,1.682695938,1.23,750.0,74.7,3669.0,0.47,4.787,14.818,5.5,0.22386075217339096,rocky,False
10600261,K00597.01,2,1.0,17.30795548,3.56,815.0,104.37,5565.0,1.439,4.117,14.915,1.6,0.4150489428970998,neptune_like,False
6462863,K00094.02,2,1.0,10.423677439,3.72,1012.0,247.48,6181.0,1.331,4.234,12.205,1.6,0.4150489428970998,neptune_like,False
10600261,K00597.02,2,1.0,2.09227115,2.06,1648.0,1746.66,5565.0,1.439,4.117,14.915,3.0,0.30310889132455354,intermediate,False
11904151,K00072.02,2,0.982,45.29422297,2.26,524.0,17.75,5676.0,1.044,4.347,10.961,3.0,0.30310889132455354,intermediate,False
4633570,K00446.01,2,1.0,16.70920628,2.27,500.0,14.73,4621.0,0.668,4.605,14.427,3.0,0.30310889132455354,intermediate,False
4633570,K00446.02,2,0.895,28.55158187,1.97,418.0,7.21,4621.0,0.668,4.605,14.427,3.0,0.30310889132455354,intermediate,False
5640085,K00448.01,2,1.0,10.13958818,1.68,447.0,9.41,3893.0,0.5,4.758,14.902,3.0,0.30310889132455354,intermediate,False
4852528,K00500.05,2,1.0,0.986785834,1.19,1054.0,292.35,4041.0,0.567,4.697,14.804,5.5,0.22386075217339096,rocky,False
4951877,K00501.01,1,0.998,24.7962801,2.7,664.0,45.92,5770.0,1.141,4.333,14.612,3.0,0.30310889132455354,intermediate,False
10187017,K00082.03,2,1.0,27.4536146,0.95,457.0,10.34,4900.0,0.741,4.602,11.492,5.5,0.22386075217339096,rocky,False
5340644,K00503.01,2,1.0,8.22241355,2.28,558.0,22.86,4213.0,0.615,4.658,15.0,3.0,0.30310889132455354,intermediate,False
4165473,K00550.01,2,1.0,13.02363236,2.3,743.0,71.85,5627.0,0.945,4.453,14.07,3.0,0.30310889132455354,intermediate,False
4270253,K00551.01,2,1.0,11.6370303,2.9,857.0,127.46,5576.0,1.198,4.257,14.943,3.0,0.30310889132455354,intermediate,False
5544450,K03226.02,1,0.995,6.93650854,1.51,1305.0,687.21,6615.0,1.574,4.173,12.209,5.5,0.22386075217339096,rocky,False
4270253,K00551.02,2,1.0,5.68798675,2.76,1088.0,330.44,5576.0,1.198,4.257,14.943,3.0,0.30310889132455354,intermediate,False
10973664,K00601.01,2,1.0,5.40426917,2.85,1073.0,312.93,6122.0,0.964,4.487,14.697,3.0,0.30310889132455354,intermediate,False
10973664,K00601.02,2,1.0,11.67894236,4.17,830.0,112.07,6122.0,0.964,4.487,14.697,1.6,0.4150489428970998,neptune_like,False
10973664,K00601.03,2,1.0,1.208462378,1.64,1767.0,2307.65,6122.0,0.964,4.487,14.697,3.0,0.30310889132455354,intermediate,False
9141746,K00929.02,2,0.994,2.85188338,1.23,1398.0,903.77,6123.0,1.107,4.413,15.649,5.5,0.22386075217339096,rocky,False
12459913,K00602.01,2,1.0,12.91385906,2.49,849.0,122.66,6253.0,0.997,4.41,14.647,3.0,0.30310889132455354,intermediate,False
6462863,K00094.03,2,0.953,54.31996151,6.07,584.0,27.4,6181.0,1.331,4.234,12.205,1.0,0.525,gas_giant,False
8226050,K01910.02,1,0.949,18.3848331,1.15,587.0,27.99,5083.0,0.872,4.468,14.685,5.5,0.22386075217339096,rocky,False
6291033,K00452.01,2,1.0,3.705991661,2.43,1281.0,637.42,6187.0,1.034,4.409,14.641,3.0,0.30310889132455354,intermediate,False
5461440,K00504.01,2,0.932,40.606895,2.67,521.0,17.4,5538.0,1.027,4.384,14.56,3.0,0.30310889132455354,intermediate,False
5689351,K00505.01,2,1.0,13.76710058,2.24,595.0,29.55,5001.0,0.76,4.582,14.194,3.0,0.30310889132455354,intermediate,False
6779260,K02678.02,1,0.976,2.2165905,0.48,1215.0,515.27,5397.0,0.831,4.543,11.799,5.5,0.22386075217339096,rocky,False
5689351,K00505.02,2,0.996,6.1954595,1.37,776.0,85.77,5001.0,0.76,4.582,14.194,5.5,0.22386075217339096,rocky,False
5689351,K00505.03,2,1.0,3.25058201,1.19,962.0,202.09,5001.0,0.76,4.582,14.194,5.5,0.22386075217339096,rocky,False
5689351,K00505.04,2,0.998,8.34819209,1.45,702.0,57.48,5001.0,0.76,4.582,14.194,5.5,0.22386075217339096,rocky,False
5443837,K00554.01,1,1.0,3.65849707,14.61,1583.0,1486.35,5857.0,1.822,3.972,14.545,1.0,0.525,gas_giant,False
5709725,K00555.01,2,1.0,3.701765401,1.63,1050.0,286.23,5252.0,0.898,4.442,14.759,3.0,0.30310889132455354,intermediate,False
5709725,K00555.02,2,0.97,86.4943704,3.07,367.0,4.29,5252.0,0.898,4.442,14.759,1.6,0.4150489428970998,neptune_like,False
9946525,K00398.01,2,0.963,51.84688984,8.73,413.0,6.9,5227.0,0.838,4.535,15.342,1.0,0.525,gas_giant,False
9946525,K00398.02,2,1.0,4.180048081,3.44,957.0,197.81,5227.0,0.838,4.535,15.342,1.6,0.4150489428970998,neptune_like,False
9946525,K00398.03,2,1.0,1.729367077,1.82,1284.0,643.54,5227.0,0.838,4.535,15.342,3.0,0.30310889132455354,intermediate,False
7098355,K00454.01,2,1.0,29.00789166,2.64,498.0,14.59,5295.0,0.801,4.566,14.805,3.0,0.30310889132455354,intermediate,False
2832589,K01942.02,1,1.0,2.433703498,1.66,1112.0,362.64,5251.0,0.778,4.592,15.409,3.0,0.30310889132455354,intermediate,False
7269974,K00456.01,2,1.0,13.69942266,3.85,771.0,83.6,5541.0,1.089,4.332,14.619,1.6,0.4150489428970998,neptune_like,False
7269974,K00456.02,2,1.0,4.309381978,1.89,1134.0,390.76,5541.0,1.089,4.332,14.619,3.0,0.30310889132455354,intermediate,False
7440748,K00457.01,2,1.0,4.9213639,2.14,868.0,134.02,5076.0,0.799,4.55,14.196,3.0,0.30310889132455354,intermediate,False
5689351,K00505.05,2,0.981,87.0912594,2.95,321.0,2.52,5001.0,0.76,4.582,14.194,3.0,0.30310889132455354,intermediate,False
10793172,K02871.04,1,0.949,7.9788198,0.99,927.0,174.85,5553.0,1.098,4.33,14.754,5.5,0.22386075217339096,rocky,False
5812960,K00507.01,2,1.0,18.49234792,3.34,603.0,31.27,5289.0,0.838,4.477,14.915,1.6,0.4150489428970998,neptune_like,False
6266741,K00508.01,2,1.0,7.930583519,3.05,899.0,154.36,5674.0,1.032,4.446,14.387,1.6,0.4150489428970998,neptune_like,False
10187017,K00082.04,2,1.0,7.07136119,0.63,719.0,63.11,4900.0,0.741,4.602,11.492,5.5,0.22386075217339096,rocky,False
5774349,K00557.01,2,1.0,15.65563866,2.55,623.0,35.62,5185.0,0.837,4.484,14.97,3.0,0.30310889132455354,intermediate,False
5978361,K00558.01,2,1.0,9.17858526,2.3,753.0,76.14,5506.0,0.788,4.584,14.874,3.0,0.30310889132455354,intermediate,False
6501635,K00560.01,2,1.0,23.67513153,2.76,528.0,18.38,5309.0,0.781,4.588,14.721,3.0,0.30310889132455354,intermediate,False
3217264,K00401.01,2,1.0,29.19899219,4.15,540.0,20.05,5376.0,0.94,4.462,14.001,1.6,0.4150489428970998,neptune_like,False
3217264,K00401.02,2,1.0,160.0191598,4.28,306.0,2.08,5376.0,0.94,4.462,14.001,1.6,0.4150489428970998,neptune_like,False
6850504,K00070.01,2,1.0,10.854095934,2.99,765.0,80.88,5465.0,0.925,4.449,12.498,3.0,0.30310889132455354,intermediate,False
3217264,K00401.03,2,0.997,55.3291399,1.67,436.0,8.55,5376.0,0.94,4.462,14.001,3.0,0.30310889132455354,intermediate,False
7440748,K00457.02,2,1.0,7.064252021,2.37,769.0,82.76,5076.0,0.799,4.55,14.196,3.0,0.30310889132455354,intermediate,False
7977197,K00459.01,2,1.0,19.44639139,3.24,681.0,50.73,5815.0,0.954,4.421,14.248,1.6,0.4150489428970998,neptune_like,False
7977197,K00459.02,2,1.0,6.91986988,1.39,961.0,201.41,5815.0,0.954,4.421,14.248,5.5,0.22386075217339096,rocky,False
7199397,K00075.01,1,1.0,105.8817667,10.16,595.0,29.64,5903.0,2.499,3.757,10.775,1.0,0.525,gas_giant,False
6266741,K00508.02,2,1.0,16.6658994,2.85,702.0,57.31,5674.0,1.032,4.446,14.387,3.0,0.30310889132455354,intermediate,False
6381846,K00509.01,2,1.0,4.16696628,2.74,1053.0,291.34,5456.0,0.943,4.45,14.883,3.0,0.30310889132455354,intermediate,False
6381846,K00509.02,2,1.0,11.46347165,3.0,752.0,75.57,5456.0,0.943,4.45,14.883,3.0,0.30310889132455354,intermediate,False
6422155,K00510.01,2,1.0,2.940304817,2.59,1256.0,588.66,5527.0,1.054,4.376,14.532,3.0,0.30310889132455354,intermediate,False
6665695,K00561.01,2,1.0,5.378868001,1.86,833.0,113.59,5077.0,0.774,4.567,14.005,3.0,0.30310889132455354,intermediate,False
6707833,K00563.01,2,1.0,15.28467725,2.7,852.0,124.4,5763.0,1.374,4.181,14.519,3.0,0.30310889132455354,intermediate,False
6786037,K00564.01,2,1.0,21.05349939,2.75,731.0,67.48,5751.0,1.247,4.254,14.854,3.0,0.30310889132455354,intermediate,False
6786037,K00564.02,2,1.0,127.905412,8.03,401.0,6.09,5751.0,1.247,4.254,14.854,1.0,0.525,gas_giant,False
6786037,K00564.03,2,0.998,6.21716039,1.81,1098.0,343.21,5751.0,1.247,4.254,14.854,3.0,0.30310889132455354,intermediate,False
10157458,K01083.02,1,0.819,4.57797412,0.96,1024.0,259.36,5795.0,0.848,4.554,15.302,5.5,0.22386075217339096,rocky,False
5351250,K00408.01,2,1.0,7.381980206,3.42,876.0,138.88,5559.0,0.914,4.47,14.985,1.6,0.4150489428970998,neptune_like,False
8043638,K00460.01,2,1.0,17.58751692,4.03,706.0,58.6,5433.0,1.107,4.302,14.743,1.6,0.4150489428970998,neptune_like,False
8890783,K00464.01,2,0.963,58.36205791,7.02,446.0,9.33,5592.0,0.953,4.467,14.361,1.0,0.525,gas_giant,False
8890783,K00464.02,2,1.0,5.350156114,2.6,989.0,226.02,5592.0,0.953,4.467,14.361,3.0,0.30310889132455354,intermediate,False
6716545,K02906.03,1,0.867,21.9424316,1.23,797.0,95.46,6052.0,1.424,4.183,13.716,5.5,0.22386075217339096,rocky,False
6422155,K00510.02,2,1.0,6.38899658,2.89,970.0,209.17,5527.0,1.054,4.376,14.532,3.0,0.30310889132455354,intermediate,False
6422155,K00510.03,2,0.932,14.62709685,2.7,736.0,69.31,5527.0,1.054,4.376,14.532,3.0,0.30310889132455354,intermediate,False
6422155,K00510.04,2,0.998,35.1184432,3.26,550.0,21.57,5527.0,1.054,4.376,14.532,1.6,0.4150489428970998,neptune_like,False
6451936,K00511.01,2,1.0,8.00579096,2.36,956.0,197.06,6032.0,0.935,4.395,14.209,3.0,0.30310889132455354,intermediate,False
6451936,K00511.02,2,1.0,4.26374378,1.28,1179.0,457.15,6032.0,0.935,4.395,14.209,5.5,0.22386075217339096,rocky,False
8056665,K00089.01,2,0.881,84.6877524,3.37,611.0,32.96,6688.0,1.79,4.062,11.642,1.6,0.4150489428970998,neptune_like,False
7119481,K00566.01,2,0.993,25.85499978,2.4,637.0,38.81,6122.0,0.964,4.487,14.718,3.0,0.30310889132455354,intermediate,False
7445445,K00567.01,2,1.0,10.68758211,2.64,780.0,87.41,5788.0,0.848,4.524,14.338,3.0,0.30310889132455354,intermediate,False
7445445,K00567.02,2,1.0,20.30303506,2.16,630.0,37.12,5788.0,0.848,4.524,14.338,3.0,0.30310889132455354,intermediate,False
5351250,K00408.02,2,1.0,12.56096618,2.74,734.0,68.49,5559.0,0.914,4.47,14.985,3.0,0.30310889132455354,intermediate,False
5351250,K00408.03,2,1.0,30.8261043,3.18,544.0,20.68,5559.0,0.914,4.47,14.985,1.6,0.4150489428970998,neptune_like,False
6850504,K00070.02,2,1.0,3.696121272,1.78,1095.0,340.33,5465.0,0.925,4.449,12.498,3.0,0.30310889132455354,intermediate,False
5351250,K00408.04,2,1.0,3.42806306,1.21,1131.0,386.14,5559.0,0.914,4.47,14.985,5.5,0.22386075217339096,rocky,False
5444548,K00409.01,2,1.0,13.24931848,2.86,806.0,99.54,5799.0,1.078,4.361,14.15,3.0,0.30310889132455354,intermediate,False
9583881,K00467.01,2,1.0,18.00932214,4.96,658.0,44.29,5815.0,0.877,4.54,14.794,1.6,0.4150489428970998,neptune_like,False
9589524,K00468.01,2,1.0,22.18431824,3.18,546.0,21.06,5157.0,0.818,4.5,14.767,1.6,0.4150489428970998,neptune_like,False
10187017,K00082.05,2,1.0,5.28691996,0.51,792.0,92.97,4900.0,0.741,4.602,11.492,5.5,0.22386075217339096,rocky,False
6838050,K00512.01,2,1.0,6.51003001,2.78,1017.0,253.24,5638.0,1.153,4.327,14.825,3.0,0.30310889132455354,intermediate,False
6937692,K00513.01,2,0.996,35.18105723,4.17,664.0,45.89,6520.0,1.215,4.375,14.856,1.6,0.4150489428970998,neptune_like,False
7445445,K00567.03,2,1.0,29.02235217,2.55,559.0,23.06,5788.0,0.848,4.524,14.338,3.0,0.30310889132455354,intermediate,False
7595157,K00568.01,2,1.0,3.383540239,1.65,1133.0,389.19,5300.0,0.986,4.385,14.14,3.0,0.30310889132455354,intermediate,False
7595157,K00568.02,2,0.989,2.358952404,0.96,1278.0,630.43,5300.0,0.986,4.385,14.14,5.5,0.22386075217339096,rocky,False
8008206,K00569.01,2,1.0,20.72904234,1.94,530.0,18.68,4979.0,0.803,4.538,14.458,3.0,0.30310889132455354,intermediate,False
8008206,K00569.02,2,1.0,1.632916419,1.13,1237.0,554.07,4979.0,0.803,4.538,14.458,5.5,0.22386075217339096,rocky,False
7906892,K04773.02,1,0.989,11.1438086,0.75,906.0,159.1,6095.0,1.11,4.349,13.556,5.5,0.22386075217339096,rocky,False
5683743,K00412.01,2,0.922,4.147021189,7.31,1258.0,590.84,5818.0,1.205,4.266,14.288,1.0,0.525,gas_giant,False
5791986,K00413.01,2,1.0,15.22895514,3.0,639.0,39.4,5456.0,0.812,4.562,14.769,3.0,0.30310889132455354,intermediate,False
5791986,K00413.02,2,1.0,24.67458244,2.33,544.0,20.71,5456.0,0.812,4.562,14.769,3.0,0.30310889132455354,intermediate,False
8320630,K04846.02,1,0.862,32.526674,1.26,525.0,17.91,5668.0,0.868,4.545,15.23,5.5,0.22386075217339096,rocky,False
9703198,K00469.01,1,1.0,10.32906563,6.17,908.0,160.44,6228.0,1.049,4.441,14.711,1.0,0.525,gas_giant,False
9844088,K00470.01,2,1.0,3.750832927,4.61,1129.0,383.77,5776.0,0.95,4.512,14.749,1.6,0.4150489428970998,neptune_like,False
10019643,K00471.01,2,1.0,21.34736612,3.2,648.0,41.65,5395.0,1.071,4.324,14.415,1.6,0.4150489428970998,neptune_like,False
10019643,K00471.02,2,0.998,7.81100952,1.36,906.0,159.24,5395.0,1.071,4.324,14.415,5.5,0.22386075217339096,rocky,False
10123064,K00472.01,2,1.0,4.243748097,3.16,1063.0,301.46,5873.0,0.843,4.554,15.0,1.6,0.4150489428970998,neptune_like,False
8015907,K00517.01,2,1.0,2.752359689,2.54,1178.0,455.43,5461.0,0.897,4.499,14.034,3.0,0.30310889132455354,intermediate,False
8017703,K00518.01,2,1.0,13.98177862,2.09,553.0,22.1,4859.0,0.651,4.615,14.287,3.0,0.30310889132455354,intermediate,False
8017703,K00518.02,2,1.0,44.0003975,1.56,377.0,4.79,4859.0,0.651,4.615,14.287,5.5,0.22386075217339096,rocky,False
8017703,K00518.03,2,0.996,247.354914,2.29,212.0,0.48,4859.0,0.651,4.615,14.287,3.0,0.30310889132455354,intermediate,False
8056665,K00089.02,2,0.997,207.5829306,4.52,453.0,9.97,6688.0,1.79,4.062,11.642,1.6,0.4150489428970998,neptune_like,False
8120608,K00571.01,2,1.0,7.26731094,1.14,464.0,10.93,3751.0,0.443,4.8,14.625,5.5,0.22386075217339096,rocky,False
8120608,K00571.02,2,1.0,13.3430025,1.29,379.0,4.87,3751.0,0.443,4.8,14.625,5.5,0.22386075217339096,rocky,False
8120608,K00571.03,2,1.0,3.886795001,0.97,571.0,25.26,3751.0,0.443,4.8,14.625,5.5,0.22386075217339096,rocky,False
8120608,K00571.04,2,0.999,22.40777833,1.15,319.0,2.44,3751.0,0.443,4.8,14.625,5.5,0.22386075217339096,rocky,False
6289650,K00415.01,1,0.999,166.7876551,7.03,334.0,2.93,5663.0,1.031,4.377,14.11,1.0,0.525,gas_giant,False
6508221,K00416.01,2,1.0,18.20795835,3.08,551.0,21.86,5176.0,0.738,4.612,14.29,1.6,0.4150489428970998,neptune_like,False
11135694,K04896.02,1,0.966,49.537365,1.48,532.0,18.87,6118.0,1.023,4.416,15.451,5.5,0.22386075217339096,rocky,False
10155434,K00473.01,2,1.0,12.70636123,2.75,697.0,55.86,5573.0,0.839,4.562,14.673,3.0,0.30310889132455354,intermediate,False
10460984,K00474.01,2,1.0,10.94577783,2.84,881.0,142.23,5888.0,1.097,4.342,14.282,3.0,0.30310889132455354,intermediate,False
10460984,K00474.02,2,0.999,28.9869016,2.7,637.0,38.82,5888.0,1.097,4.342,14.282,3.0,0.30310889132455354,intermediate,False
10460984,K00474.03,2,1.0,94.886902,4.24,429.0,7.99,5888.0,1.097,4.342,14.282,1.6,0.4150489428970998,neptune_like,False
10460984,K00474.04,2,1.0,5.03505665,1.63,1141.0,401.23,5888.0,1.097,4.342,14.282,3.0,0.30310889132455354,intermediate,False
8022244,K00519.01,2,1.0,11.90352088,2.56,827.0,110.54,6063.0,1.001,4.47,14.939,3.0,0.30310889132455354,intermediate,False
2571238,K00084.01,2,1.0,9.286964466,2.1,762.0,79.68,5546.0,0.81,4.575,11.898,3.0,0.30310889132455354,intermediate,False
8022244,K00519.02,2,1.0,34.0350605,2.76,583.0,27.24,6063.0,1.001,4.47,14.939,3.0,0.30310889132455354,intermediate,False
8037145,K00520.01,2,1.0,12.75934489,2.58,633.0,37.95,4963.0,0.826,4.501,14.55,3.0,0.30310889132455354,intermediate,False
8037145,K00520.02,2,1.0,5.433132902,1.61,841.0,118.56,4963.0,0.826,4.501,14.55,3.0,0.30310889132455354,intermediate,False
8193178,K00572.01,2,1.0,10.64021008,2.87,963.0,203.48,6112.0,1.233,4.281,14.173,3.0,0.30310889132455354,intermediate,False
8193178,K00572.02,2,1.0,4.93883135,1.44,1244.0,566.38,6112.0,1.233,4.281,14.173,5.5,0.22386075217339096,rocky,False
8344004,K00573.01,2,1.0,5.996533443,2.96,1025.0,260.49,5622.0,1.089,4.346,14.674,3.0,0.30310889132455354,intermediate,False
8344004,K00573.02,2,0.999,2.06190864,1.63,1463.0,1082.28,5622.0,1.089,4.346,14.674,3.0,0.30310889132455354,intermediate,False
8355239,K00574.01,2,1.0,20.13490007,2.98,544.0,20.66,4963.0,0.826,4.501,14.859,3.0,0.30310889132455354,intermediate,False
